dt,AverageTemperature,City
1981-07-01,24.105,Chicago
1981-07-01,22.179,Los Angeles
1981-07-01,10.602,Sydney
1981-07-01,10.4,Buenos Aires
1981-07-01,28.98,Lagos
1981-07-01,21.628,Nairobi
1981-07-01,30.263,Bangkok
1981-07-01,21.961,Toronto
1981-08-01,23.721,Rome
1981-08-01,18.325,Paris
1981-08-01,17.261,London
1981-08-01,16.416,Berlin
1981-08-01,22.65,Madrid
1981-08-01,17.401,Moscow
1981-08-01,21.562,Istanbul
1981-08-01,29.883,Cairo
1981-08-01,31.118,Mumbai
1981-08-01,24.455,Beijing
1981-08-01,25.591,Tokyo
1981-08-01,,New York
1981-08-01,22.338,Chicago
1981-08-01,21.932,Los Angeles
1981-08-01,11.878,Sydney
1981-08-01,10.2,Buenos Aires
1981-08-01,28.521,Lagos
1981-08-01,19.497,Nairobi
1981-08-01,30.581,Bangkok
1981-08-01,19.857,Toronto
1981-09-01,20.444,Rome
1981-09-01,,Paris
1981-09-01,15.291,London
1981-09-01,14.431,Berlin
1981-09-01,20.041,Madrid
1981-09-01,12.563,Moscow
1981-09-01,19.775,Istanbul
1981-09-01,25.291,Cairo
1981-09-01,29.14,Mumbai
1981-09-01,,Beijing
1981-09-01,20.854,Tokyo
1981-09-01,20.82,New York
1981-09-01,19.151,Chicago
1981-09-01,20.972,Los Angeles
1981-09-01,14.783,Sydney
1981-09-01,14.891,Buenos Aires
1981-09-01,28.885,Lagos
1981-09-01,20.122,Nairobi
1981-09-01,31.151,Bangkok
1981-09-01,14.74,Toronto
1981-10-01,,Rome
1981-10-01,11.552,Paris
1981-10-01,,London
1981-10-01,9.184,Berlin
1981-10-01,14.598,Madrid
1981-10-01,4.582,Moscow
1981-10-01,15.5,Istanbul
1981-10-01,23.396,Cairo
1981-10-01,28.701,Mumbai
1981-10-01,13.616,Beijing
1981-10-01,16.109,Tokyo
1981-10-01,14.485,New York
1981-10-01,10.174,Chicago
1981-10-01,18.227,Los Angeles
1981-10-01,18.877,Sydney
1981-10-01,17.929,Buenos Aires
1981-10-01,26.376,Lagos
1981-10-01,20.577,Nairobi
1981-10-01,29.191,Bangkok
1981-10-01,10.513,Toronto
1981-11-01,11.207,Rome
1981-11-01,6.907,Paris
1981-11-01,8.299,London
1981-11-01,5.135,Berlin
1981-11-01,10.07,Madrid
1981-11-01,-2.107,Moscow
1981-11-01,9.639,Istanbul
1981-11-01,18.078,Cairo
1981-11-01,25.542,Mumbai
1981-11-01,6.004,Beijing
1981-11-01,11.252,Tokyo
1981-11-01,7.433,New York
1981-11-01,4.186,Chicago
1981-11-01,16.064,Los Angeles
1981-11-01,,Sydney
1981-11-01,21.317,Buenos Aires
1981-11-01,25.774,Lagos
1981-11-01,18.929,Nairobi
1981-11-01,,Bangkok
1981-11-01,1.764,Toronto
1981-12-01,8.332,Rome
1981-12-01,4.888,Paris
1981-12-01,5.637,London
1981-12-01,0.804,Berlin
1981-12-01,6.944,Madrid
1981-12-01,-7.436,Moscow
1981-12-01,5.165,Istanbul
1981-12-01,17.612,Cairo
1981-12-01,26.149,Mumbai
1981-12-01,1.473,Beijing
1981-12-01,6.225,Tokyo
1981-12-01,3.668,New York
1981-12-01,-2.374,Chicago
1981-12-01,14.043,Los Angeles
1981-12-01,25.218,Sydney
1981-12-01,22.992,Buenos Aires
1981-12-01,24.982,Lagos
1981-12-01,17.699,Nairobi
1981-12-01,26.508,Bangkok
1981-12-01,-3.157,Toronto
1982-01-01,7.933,Rome
1982-01-01,3.982,Paris
1982-01-01,3.42,London
1982-01-01,0.883,Berlin
1982-01-01,6.202,Madrid
1982-01-01,-9.413,Moscow
1982-01-01,4.262,Istanbul
1982-01-01,16.637,Cairo
1982-01-01,24.697,Mumbai
1982-01-01,0.836,Beijing
1982-01-01,4.126,Tokyo
1982-01-01,0.86,New York
1982-01-01,-3.55,Chicago
1982-01-01,13.099,Los Angeles
1982-01-01,24.529,Sydney
1982-01-01,26.18,Buenos Aires
1982-01-01,24.145,Lagos
1982-01-01,18.171,Nairobi
1982-01-01,26.956,Bangkok
1982-01-01,,Toronto
1982-02-01,8.757,Rome
1982-02-01,4.465,Paris
1982-02-01,4.22,London
1982-02-01,2.504,Berlin
1982-02-01,7.678,Madrid
1982-02-01,-7.784,Moscow
1982-02-01,8.446,Istanbul
1982-02-01,15.68,Cairo
1982-02-01,24.719,Mumbai
1982-02-01,-0.258,Beijing
1982-02-01,7.383,Tokyo
1982-02-01,3.029,New York
1982-02-01,,Chicago
1982-02-01,13.875,Los Angeles
1982-02-01,,Sydney
1982-02-01,24.662,Buenos Aires
1982-02-01,24.769,Lagos
1982-02-01,18.354,Nairobi
1982-02-01,27.87,Bangkok
1982-02-01,-4.916,Toronto
1982-03-01,11.268,Rome
1982-03-01,6.447,Paris
1982-03-01,7.522,London
1982-03-01,5.132,Berlin
1982-03-01,10.776,Madrid
1982-03-01,-1.747,Moscow
1982-03-01,10.699,Istanbul
1982-03-01,17.498,Cairo
1982-03-01,24.675,Mumbai
1982-03-01,5.096,Beijing
1982-03-01,9.6,Tokyo
1982-03-01,6.86,New York
1982-03-01,4.449,Chicago
1982-03-01,16.935,Los Angeles
1982-03-01,23.488,Sydney
1982-03-01,21.954,Buenos Aires
1982-03-01,25.866,Lagos
1982-03-01,17.841,Nairobi
1982-03-01,26.753,Bangkok
1982-03-01,0.767,Toronto
1982-04-01,16.847,Rome
1982-04-01,10.588,Paris
1982-04-01,11.938,London
1982-04-01,9.717,Berlin
1982-04-01,15.357,Madrid
1982-04-01,4.909,Moscow
1982-04-01,14.283,Istanbul
1982-04-01,21.834,Cairo
1982-04-01,27.782,Mumbai
1982-04-01,11.647,Beijing
1982-04-01,15.322,Tokyo
1982-04-01,13.274,New York
1982-04-01,,Chicago
1982-04-01,18.756,Los Angeles
1982-04-01,17.132,Sydney
1982-04-01,18.226,Buenos Aires
1982-04-01,27.03,Lagos
1982-04-01,20.836,Nairobi
1982-04-01,26.617,Bangkok
1982-04-01,9.723,Toronto
1982-05-01,20.953,Rome
1982-05-01,17.886,Paris
1982-05-01,15.111,London
1982-05-01,14.024,Berlin
1982-05-01,19.792,Madrid
1982-05-01,11.633,Moscow
1982-05-01,16.506,Istanbul
1982-05-01,25.32,Cairo
1982-05-01,30.324,Mumbai
1982-05-01,19.493,Beijing
1982-05-01,19.75,Tokyo
1982-05-01,19.714,New York
1982-05-01,17.047,Chicago
1982-05-01,21.489,Los Angeles
1982-05-01,14.447,Sydney
1982-05-01,13.795,Buenos Aires
1982-05-01,28.738,Lagos
1982-05-01,,Nairobi
1982-05-01,31.389,Bangkok
1982-05-01,16.237,Toronto
1982-06-01,24.051,Rome
1982-06-01,19.47,Paris
1982-06-01,17.521,London
1982-06-01,17.873,Berlin
1982-06-01,24.9,Madrid
1982-06-01,17.423,Moscow
1982-06-01,20.555,Istanbul
1982-06-01,28.595,Cairo
1982-06-01,31.267,Mumbai
1982-06-01,25.092,Beijing
1982-06-01,24.766,Tokyo
1982-06-01,,New York
1982-06-01,23.543,Chicago
1982-06-01,21.866,Los Angeles
1982-06-01,11.575,Sydney
1982-06-01,12.139,Buenos Aires
1982-06-01,29.046,Lagos
1982-06-01,20.668,Nairobi
1982-06-01,30.602,Bangkok
1982-06-01,22.579,Toronto
1982-07-01,26.972,Rome
1982-07-01,19.432,Paris
1982-07-01,18.374,London
1982-07-01,21.525,Berlin
1982-07-01,25.304,Madrid
1982-07-01,21.013,Moscow
1982-07-01,23.084,Istanbul
1982-07-01,28.612,Cairo
1982-07-01,31.676,Mumbai
1982-07-01,27.284,Beijing
1982-07-01,26.004,Tokyo
1982-07-01,24.786,New York
1982-07-01,23.907,Chicago
1982-07-01,23.658,Los Angeles
1982-07-01,10.333,Sydney
1982-07-01,9.766,Buenos Aires
1982-07-01,31.018,Lagos
1982-07-01,21.103,Nairobi
1982-07-01,31.387,Bangkok
1982-07-01,22.867,Toronto
1982-08-01,23.406,Rome
1982-08-01,18.903,Paris
1982-08-01,18.052,London
1982-08-01,,Berlin
1982-08-01,22.186,Madrid
1982-08-01,18.188,Moscow
1982-08-01,21.55,Istanbul
1982-08-01,28.27,Cairo
1982-08-01,30.344,Mumbai
1982-08-01,26.244,Beijing
1982-08-01,26.561,Tokyo
1982-08-01,23.206,New York
1982-08-01,23.941,Chicago
1982-08-01,21.758,Los Angeles
1982-08-01,12.819,Sydney
1982-08-01,11.815,Buenos Aires
1982-08-01,30.925,Lagos
1982-08-01,21.521,Nairobi
1982-08-01,30.84,Bangkok
1982-08-01,22.002,Toronto
1982-09-01,22.032,Rome
1982-09-01,16.131,Paris
1982-09-01,16.08,London
1982-09-01,14.359,Berlin
1982-09-01,20.576,Madrid
1982-09-01,12.676,Moscow
1982-09-01,17.799,Istanbul
1982-09-01,26.167,Cairo
1982-09-01,29.468,Mumbai
1982-09-01,19.423,Beijing
1982-09-01,21.231,Tokyo
1982-09-01,18.844,New York
1982-09-01,16.441,Chicago
1982-09-01,18.6,Los Angeles
1982-09-01,14.815,Sydney
1982-09-01,13.811,Buenos Aires
1982-09-01,28.555,Lagos
1982-09-01,20.746,Nairobi
1982-09-01,30.32,Bangkok
1982-09-01,16.643,Toronto
1982-10-01,14.978,Rome
1982-10-01,11.267,Paris
1982-10-01,10.895,London
1982-10-01,9.955,Berlin
1982-10-01,,Madrid
1982-10-01,4.171,Moscow
1982-10-01,13.91,Istanbul
1982-10-01,22.339,Cairo
1982-10-01,28.748,Mumbai
1982-10-01,11.171,Beijing
1982-10-01,15.15,Tokyo
1982-10-01,14.149,New York
1982-10-01,10.845,Chicago
1982-10-01,18.689,Los Angeles
1982-10-01,18.52,Sydney
1982-10-01,17.046,Buenos Aires
1982-10-01,26.144,Lagos
1982-10-01,20.907,Nairobi
1982-10-01,27.147,Bangkok
1982-10-01,,Toronto
1982-11-01,10.45,Rome
1982-11-01,6.572,Paris
1982-11-01,7.245,London
1982-11-01,4.653,Berlin
1982-11-01,11.492,Madrid
1982-11-01,-3.333,Moscow
1982-11-01,8.65,Istanbul
1982-11-01,19.704,Cairo
1982-11-01,25.968,Mumbai
1982-11-01,5.205,Beijing
1982-11-01,9.739,Tokyo
1982-11-01,6.96,New York
1982-11-01,2.441,Chicago
1982-11-01,15.693,Los Angeles
1982-11-01,22.05,Sydney
1982-11-01,21.614,Buenos Aires
1982-11-01,26.359,Lagos
1982-11-01,18.024,Nairobi
1982-11-01,26.677,Bangkok
1982-11-01,2.852,Toronto
1982-12-01,8.822,Rome
1982-12-01,2.974,Paris
1982-12-01,4.248,London
1982-12-01,3.102,Berlin
1982-12-01,7.453,Madrid
1982-12-01,-8.008,Moscow
1982-12-01,7.863,Istanbul
1982-12-01,17.528,Cairo
1982-12-01,25.029,Mumbai
1982-12-01,,Beijing
1982-12-01,6.654,Tokyo
1982-12-01,4.035,New York
1982-12-01,-2.626,Chicago
1982-12-01,13.221,Los Angeles
1982-12-01,24.535,Sydney
1982-12-01,23.231,Buenos Aires
1982-12-01,24.129,Lagos
1982-12-01,17.44,Nairobi
1982-12-01,26.687,Bangkok
1982-12-01,-2.969,Toronto
1983-01-01,5.618,Rome
1983-01-01,5.061,Paris
1983-01-01,3.943,London
1983-01-01,0.297,Berlin
1983-01-01,6.06,Madrid
1983-01-01,-12.321,Moscow
1983-01-01,6.406,Istanbul
1983-01-01,14.905,Cairo
1983-01-01,25.121,Mumbai
1983-01-01,-1.481,Beijing
1983-01-01,4.065,Tokyo
1983-01-01,1.444,New York
1983-01-01,-4.653,Chicago
1983-01-01,12.961,Los Angeles
1983-01-01,26.171,Sydney
1983-01-01,24.724,Buenos Aires
1983-01-01,23.257,Lagos
1983-01-01,17.4,Nairobi
1983-01-01,26.785,Bangkok
1983-01-01,-6.405,Toronto
1983-02-01,8.181,Rome
1983-02-01,3.407,Paris
1983-02-01,4.988,London
1983-02-01,2.04,Berlin
1983-02-01,7.268,Madrid
1983-02-01,-8.867,Moscow
1983-02-01,8.728,Istanbul
1983-02-01,18.452,Cairo
1983-02-01,24.869,Mumbai
1983-02-01,-0.617,Beijing
1983-02-01,5.768,Tokyo
1983-02-01,3.658,New York
1983-02-01,-0.944,Chicago
1983-02-01,13.242,Los Angeles
1983-02-01,24.888,Sydney
1983-02-01,24.421,Buenos Aires
1983-02-01,25.061,Lagos
1983-02-01,17.33,Nairobi
1983-02-01,27.585,Bangkok
1983-02-01,-3.895,Toronto
1983-03-01,11.845,Rome
1983-03-01,7.715,Paris
1983-03-01,7.265,London
1983-03-01,5.711,Berlin
1983-03-01,10.372,Madrid
1983-03-01,-1.746,Moscow
1983-03-01,10.451,Istanbul
1983-03-01,17.941,Cairo
1983-03-01,26.066,Mumbai
1983-03-01,6.719,Beijing
1983-03-01,10.843,Tokyo
1983-03-01,6.53,New York
1983-03-01,3.795,Chicago
1983-03-01,16.561,Los Angeles
1983-03-01,21.476,Sydney
1983-03-01,21.857,Buenos Aires
1983-03-01,26.554,Lagos
1983-03-01,18.885,Nairobi
1983-03-01,27.412,Bangkok
1983-03-01,0.809,Toronto
1983-04-01,15.124,Rome
1983-04-01,12.423,Paris
1983-04-01,11.114,London
1983-04-01,8.712,Berlin
1983-04-01,14.274,Madrid
1983-04-01,4.587,Moscow
1983-04-01,15.095,Istanbul
1983-04-01,23.522,Cairo
1983-04-01,25.487,Mumbai
1983-04-01,13.305,Beijing
1983-04-01,15.631,Tokyo
1983-04-01,13.626,New York
1983-04-01,9.913,Chicago
1983-04-01,18.084,Los Angeles
1983-04-01,19.577,Sydney
1983-04-01,17.374,Buenos Aires
1983-04-01,27.28,Lagos
1983-04-01,19.472,Nairobi
1983-04-01,29.281,Bangkok
1983-04-01,9.231,Toronto
1983-05-01,20.626,Rome
1983-05-01,17.521,Paris
1983-05-01,14.796,London
1983-05-01,14.534,Berlin
1983-05-01,18.382,Madrid
1983-05-01,12.556,Moscow
1983-05-01,20.043,Istanbul
1983-05-01,26.375,Cairo
1983-05-01,29.483,Mumbai
1983-05-01,19.322,Beijing
1983-05-01,20.392,Tokyo
1983-05-01,19.482,New York
1983-05-01,17.735,Chicago
1983-05-01,21.462,Los Angeles
1983-05-01,14.716,Sydney
1983-05-01,13.625,Buenos Aires
1983-05-01,28.509,Lagos
1983-05-01,20.629,Nairobi
1983-05-01,30.948,Bangkok
1983-05-01,15.101,Toronto
1983-06-01,23.953,Rome
1983-06-01,20.845,Paris
1983-06-01,17.18,London
1983-06-01,18.878,Berlin
1983-06-01,23.152,Madrid
1983-06-01,18.001,Moscow
1983-06-01,21.554,Istanbul
1983-06-01,27.866,Cairo
1983-06-01,30.591,Mumbai
1983-06-01,24.848,Beijing
1983-06-01,26.049,Tokyo
1983-06-01,24.394,New York
1983-06-01,23.74,Chicago
1983-06-01,24.187,Los Angeles
1983-06-01,10.633,Sydney
1983-06-01,11.513,Buenos Aires
1983-06-01,28.259,Lagos
1983-06-01,19.65,Nairobi
1983-06-01,30.161,Bangkok
1983-06-01,21.227,Toronto
1983-07-01,24.853,Rome
1983-07-01,18.324,Paris
1983-07-01,18.8,London
1983-07-01,18.986,Berlin
1983-07-01,24.428,Madrid
1983-07-01,20.189,Moscow
1983-07-01,23.409,Istanbul
1983-07-01,28.745,Cairo
1983-07-01,31.165,Mumbai
1983-07-01,24.788,Beijing
1983-07-01,27.351,Tokyo
1983-07-01,25.551,New York
1983-07-01,25.008,Chicago
1983-07-01,23.098,Los Angeles
1983-07-01,11.22,Sydney
1983-07-01,10.947,Buenos Aires
1983-07-01,29.844,Lagos
1983-07-01,20.002,Nairobi
1983-07-01,30.707,Bangkok
1983-07-01,22.167,Toronto
1983-08-01,25.313,Rome
1983-08-01,19.004,Paris
1983-08-01,18.225,London
1983-08-01,18.354,Berlin
1983-08-01,24.76,Madrid
1983-08-01,17.52,Moscow
1983-08-01,21.875,Istanbul
1983-08-01,27.588,Cairo
1983-08-01,30.069,Mumbai
1983-08-01,24.479,Beijing
1983-08-01,26.336,Tokyo
1983-08-01,24.227,New York
1983-08-01,23.083,Chicago
1983-08-01,,Los Angeles
1983-08-01,11.17,Sydney
1983-08-01,12.508,Buenos Aires
1983-08-01,30.108,Lagos
1983-08-01,21.139,Nairobi
1983-08-01,32.399,Bangkok
1983-08-01,,Toronto
1983-09-01,19.513,Rome
1983-09-01,17.008,Paris
1983-09-01,16.341,London
1983-09-01,15.262,Berlin
1983-09-01,20.342,Madrid
1983-09-01,,Moscow
1983-09-01,19.51,Istanbul
1983-09-01,25.126,Cairo
1983-09-01,,Mumbai
1983-09-01,19.226,Beijing
1983-09-01,20.999,Tokyo
1983-09-01,19.414,New York
1983-09-01,18.755,Chicago
1983-09-01,20.036,Los Angeles
1983-09-01,13.337,Sydney
1983-09-01,14.153,Buenos Aires
1983-09-01,27.625,Lagos
1983-09-01,19.075,Nairobi
1983-09-01,30.773,Bangkok
1983-09-01,16.069,Toronto
1983-10-01,16.318,Rome
1983-10-01,11.754,Paris
1983-10-01,10.013,London
1983-10-01,10.198,Berlin
1983-10-01,14.832,Madrid
1983-10-01,4.501,Moscow
1983-10-01,14.664,Istanbul
1983-10-01,,Cairo
1983-10-01,28.266,Mumbai
1983-10-01,,Beijing
1983-10-01,15.858,Tokyo
1983-10-01,14.572,New York
1983-10-01,10.678,Chicago
1983-10-01,17.815,Los Angeles
1983-10-01,17.067,Sydney
1983-10-01,17.308,Buenos Aires
1983-10-01,26.03,Lagos
1983-10-01,19.308,Nairobi
1983-10-01,29.558,Bangkok
1983-10-01,8.817,Toronto
1983-11-01,12.154,Rome
1983-11-01,7.593,Paris
1983-11-01,6.523,London
1983-11-01,5.17,Berlin
1983-11-01,9.692,Madrid
1983-11-01,-3.069,Moscow
1983-11-01,10.049,Istanbul
1983-11-01,,Cairo
1983-11-01,25.997,Mumbai
1983-11-01,5.936,Beijing
1983-11-01,9.227,Tokyo
1983-11-01,6.94,New York
1983-11-01,3.681,Chicago
1983-11-01,15.25,Los Angeles
1983-11-01,23.925,Sydney
1983-11-01,22.027,Buenos Aires
1983-11-01,26.758,Lagos
1983-11-01,16.878,Nairobi
1983-11-01,27.988,Bangkok
1983-11-01,0.1,Toronto
1983-12-01,8.048,Rome
1983-12-01,5.297,Paris
1983-12-01,5.418,London
1983-12-01,1.202,Berlin
1983-12-01,6.107,Madrid
1983-12-01,-8.786,Moscow
1983-12-01,6.465,Istanbul
1983-12-01,16.208,Cairo
1983-12-01,25.172,Mumbai
1983-12-01,2.338,Beijing
1983-12-01,4.931,Tokyo
1983-12-01,3.421,New York
1983-12-01,-1.124,Chicago
1983-12-01,14.413,Los Angeles
1983-12-01,25.902,Sydney
1983-12-01,26.253,Buenos Aires
1983-12-01,25.384,Lagos
1983-12-01,16.464,Nairobi
1983-12-01,26.577,Bangkok
1983-12-01,-2.567,Toronto
1984-01-01,8.129,Rome
1984-01-01,4.462,Paris
1984-01-01,5.027,London
1984-01-01,0.026,Berlin
1984-01-01,5.364,Madrid
1984-01-01,-11.207,Moscow
1984-01-01,5.508,Istanbul
1984-01-01,15.976,Cairo
1984-01-01,24.677,Mumbai
1984-01-01,-2.027,Beijing
1984-01-01,4.922,Tokyo
1984-01-01,0.446,New York
1984-01-01,-4.999,Chicago
1984-01-01,12.507,Los Angeles
1984-01-01,26.672,Sydney
1984-01-01,26.143,Buenos Aires
1984-01-01,25.052,Lagos
1984-01-01,17.648,Nairobi
1984-01-01,27.533,Bangkok
1984-01-01,-5.547,Toronto
1984-02-01,8.547,Rome
1984-02-01,4.747,Paris
1984-02-01,4.985,London
1984-02-01,1.535,Berlin
1984-02-01,7.711,Madrid
1984-02-01,,Moscow
1984-02-01,8.399,Istanbul
1984-02-01,16.623,Cairo
1984-02-01,25.655,Mumbai
1984-02-01,0.173,Beijing
1984-02-01,6.537,Tokyo
1984-02-01,1.714,New York
1984-02-01,-0.929,Chicago
1984-02-01,13.967,Los Angeles
1984-02-01,25.791,Sydney
1984-02-01,25.311,Buenos Aires
1984-02-01,24.349,Lagos
1984-02-01,17.874,Nairobi
1984-02-01,27.99,Bangkok
1984-02-01,-3.348,Toronto
1984-03-01,11.453,Rome
1984-03-01,7.596,Paris
1984-03-01,8.691,London
1984-03-01,4.779,Berlin
1984-03-01,10.467,Madrid
1984-03-01,-1.79,Moscow
1984-03-01,9.281,Istanbul
1984-03-01,18.525,Cairo
1984-03-01,27.324,Mumbai
1984-03-01,,Beijing
1984-03-01,10.305,Tokyo
1984-03-01,6.978,New York
1984-03-01,4.814,Chicago
1984-03-01,16.331,Los Angeles
1984-03-01,22.897,Sydney
1984-03-01,22.836,Buenos Aires
1984-03-01,26.493,Lagos
1984-03-01,18.521,Nairobi
1984-03-01,28.454,Bangkok
1984-03-01,3.082,Toronto
1984-04-01,15.741,Rome
1984-04-01,11.75,Paris
1984-04-01,10.194,London
1984-04-01,9.393,Berlin
1984-04-01,15.9,Madrid
1984-04-01,2.883,Moscow
1984-04-01,12.93,Istanbul
1984-04-01,23.432,Cairo
1984-04-01,28.118,Mumbai
1984-04-01,12.524,Beijing
1984-04-01,15.873,Tokyo
1984-04-01,,New York
1984-04-01,10.514,Chicago
1984-04-01,18.268,Los Angeles
1984-04-01,17.62,Sydney
1984-04-01,17.314,Buenos Aires
1984-04-01,27.285,Lagos
1984-04-01,19.402,Nairobi
1984-04-01,28.793,Bangkok
1984-04-01,8.679,Toronto
1984-05-01,20.151,Rome
1984-05-01,15.199,Paris
1984-05-01,15.095,London
1984-05-01,14.315,Berlin
1984-05-01,19.401,Madrid
1984-05-01,,Moscow
1984-05-01,19.325,Istanbul
1984-05-01,25.663,Cairo
1984-05-01,28.589,Mumbai
1984-05-01,19.617,Beijing
1984-05-01,22.224,Tokyo
1984-05-01,20.508,New York
1984-05-01,17.593,Chicago
1984-05-01,20.361,Los Angeles
1984-05-01,16.102,Sydney
1984-05-01,14.746,Buenos Aires
1984-05-01,27.899,Lagos
1984-05-01,20.605,Nairobi
1984-05-01,30.287,Bangkok
1984-05-01,15.957,Toronto
1984-06-01,23.269,Rome
1984-06-01,19.786,Paris
1984-06-01,17.953,London
1984-06-01,17.946,Berlin
1984-06-01,24.808,Madrid
1984-06-01,17.65,Moscow
1984-06-01,22.256,Istanbul
1984-06-01,27.667,Cairo
1984-06-01,28.843,Mumbai
1984-06-01,24.765,Beijing
1984-06-01,25.374,Tokyo
1984-06-01,25.304,New York
1984-06-01,23.391,Chicago
1984-06-01,23.471,Los Angeles
1984-06-01,10.667,Sydney
1984-06-01,12.37,Buenos Aires
1984-06-01,28.862,Lagos
1984-06-01,,Nairobi
1984-06-01,31.082,Bangkok
1984-06-01,22.156,Toronto
1984-07-01,26.64,Rome
1984-07-01,19.462,Paris
1984-07-01,19.003,London
1984-07-01,19.486,Berlin
1984-07-01,26.172,Madrid
1984-07-01,19.511,Moscow
1984-07-01,22.651,Istanbul
1984-07-01,,Cairo
1984-07-01,31.197,Mumbai
1984-07-01,26.93,Beijing
1984-07-01,27.588,Tokyo
1984-07-01,24.502,New York
1984-07-01,24.915,Chicago
1984-07-01,23.789,Los Angeles
1984-07-01,10.831,Sydney
1984-07-01,10.018,Buenos Aires
1984-07-01,29.904,Lagos
1984-07-01,20.129,Nairobi
1984-07-01,30.867,Bangkok
1984-07-01,22.481,Toronto
1984-08-01,23.48,Rome
1984-08-01,18.777,Paris
1984-08-01,18.265,London
1984-08-01,18.856,Berlin
1984-08-01,23.957,Madrid
1984-08-01,17.755,Moscow
1984-08-01,21.22,Istanbul
1984-08-01,27.749,Cairo
1984-08-01,29.418,Mumbai
1984-08-01,24.502,Beijing
1984-08-01,25.696,Tokyo
1984-08-01,23.252,New York
1984-08-01,24.151,Chicago
1984-08-01,22.325,Los Angeles
1984-08-01,12.014,Sydney
1984-08-01,11.513,Buenos Aires
1984-08-01,28.667,Lagos
1984-08-01,21.755,Nairobi
1984-08-01,31.043,Bangkok
1984-08-01,22.632,Toronto
1984-09-01,20.87,Rome
1984-09-01,16.906,Paris
1984-09-01,15.348,London
1984-09-01,,Berlin
1984-09-01,19.297,Madrid
1984-09-01,12.347,Moscow
1984-09-01,20.529,Istanbul
1984-09-01,26.07,Cairo
1984-09-01,29.325,Mumbai
1984-09-01,18.745,Beijing
1984-09-01,20.792,Tokyo
1984-09-01,19.328,New York
1984-09-01,19.706,Chicago
1984-09-01,21.11,Los Angeles
1984-09-01,15.182,Sydney
1984-09-01,,Buenos Aires
1984-09-01,27.519,Lagos
1984-09-01,21.368,Nairobi
1984-09-01,28.51,Bangkok
1984-09-01,15.407,Toronto
1984-10-01,16.785,Rome
1984-10-01,10.305,Paris
1984-10-01,10.579,London
1984-10-01,10.027,Berlin
1984-10-01,15.343,Madrid
1984-10-01,4.407,Moscow
1984-10-01,13.911,Istanbul
1984-10-01,21.783,Cairo
1984-10-01,27.604,Mumbai
1984-10-01,12.058,Beijing
1984-10-01,15.814,Tokyo
1984-10-01,14.177,New York
1984-10-01,9.955,Chicago
1984-10-01,17.404,Los Angeles
1984-10-01,19.308,Sydney
1984-10-01,17.873,Buenos Aires
1984-10-01,26.731,Lagos
1984-10-01,18.307,Nairobi
1984-10-01,28.665,Bangkok
1984-10-01,8.647,Toronto
1984-11-01,11.964,Rome
1984-11-01,8.969,Paris
1984-11-01,7.962,London
1984-11-01,3.465,Berlin
1984-11-01,9.85,Madrid
1984-11-01,-2.805,Moscow
1984-11-01,10.369,Istanbul
1984-11-01,,Cairo
1984-11-01,25.839,Mumbai
1984-11-01,,Beijing
1984-11-01,9.926,Tokyo
1984-11-01,6.737,New York
1984-11-01,3.812,Chicago
1984-11-01,15.484,Los Angeles
1984-11-01,21.943,Sydney
1984-11-01,21.718,Buenos Aires
1984-11-01,25.964,Lagos
1984-11-01,18.911,Nairobi
1984-11-01,27.943,Bangkok
1984-11-01,1.614,Toronto
1984-12-01,9.061,Rome
1984-12-01,3.219,Paris
1984-12-01,5.534,London
1984-12-01,1.406,Berlin
1984-12-01,7.65,Madrid
1984-12-01,-9.334,Moscow
1984-12-01,7.177,Istanbul
1984-12-01,16.918,Cairo
1984-12-01,24.467,Mumbai
1984-12-01,0.68,Beijing
1984-12-01,5.85,Tokyo
1984-12-01,0.98,New York
1984-12-01,-0.568,Chicago
1984-12-01,15.527,Los Angeles
1984-12-01,24.557,Sydney
1984-12-01,24.64,Buenos Aires
1984-12-01,25.788,Lagos
1984-12-01,16.445,Nairobi
1984-12-01,27.832,Bangkok
1984-12-01,-4.575,Toronto
1985-01-01,8.223,Rome
1985-01-01,1.671,Paris
1985-01-01,4.491,London
1985-01-01,-0.325,Berlin
1985-01-01,5.385,Madrid
1985-01-01,-9.531,Moscow
1985-01-01,6.072,Istanbul
1985-01-01,16.681,Cairo
1985-01-01,24.585,Mumbai
1985-01-01,-0.911,Beijing
1985-01-01,5.766,Tokyo
1985-01-01,1.835,New York
1985-01-01,-4.007,Chicago
1985-01-01,14.473,Los Angeles
1985-01-01,,Sydney
1985-01-01,24.791,Buenos Aires
1985-01-01,25.871,Lagos
1985-01-01,,Nairobi
1985-01-01,25.108,Bangkok
1985-01-01,-5.654,Toronto
1985-02-01,9.89,Rome
1985-02-01,3.816,Paris
1985-02-01,4.259,London
1985-02-01,1.506,Berlin
1985-02-01,7.236,Madrid
1985-02-01,-8.354,Moscow
1985-02-01,5.675,Istanbul
1985-02-01,17.268,Cairo
1985-02-01,25.8,Mumbai
1985-02-01,0.444,Beijing
1985-02-01,,Tokyo
1985-02-01,2.115,New York
1985-02-01,-0.466,Chicago
1985-02-01,15.191,Los Angeles
1985-02-01,24.394,Sydney
1985-02-01,23.384,Buenos Aires
1985-02-01,26.482,Lagos
1985-02-01,17.307,Nairobi
1985-02-01,25.823,Bangkok
1985-02-01,-4.334,Toronto
1985-03-01,12.601,Rome
